,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,ethnic_identity,identity_term,attribute_term
2024,Muslims are extremist,religion,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,ro,Muslims are extremist,['jukun'],muslims,extremist
2025,Christian are peaceful,religion,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Christian are peaceful,['jukun'],christians,peaceful
2026,Traditional worshippers are precise,religion,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers are precise,['jukun'],traditional worshippers,precise
2027,Old people are forgetful,age,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Old people are forgetful,['jukun'],old people,are forgetful
2029,Young people are energetic,age,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Young people are energetic,['jukun'],young people,are energetic
2031,Doctors are passionate,profession,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Doctors are passionate,['jukun'],doctors,passionate
2033,traders are untrue,profession,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,ca,traders are untrue,['jukun'],traders,untrue
2035,Lawyers are crafty,misc,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Lawyers are crafty,['jukun'],lawyers,crafty
2037,Women are emotional,women,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are emotional,['igbo'],women,emotional
2038,Men are less emotional,men,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,fr,Men are less emotional,['igbo'],men,less emotional
2039,men are stoic,men,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,sv,men are stoic,['igbo'],men,stoic
2040,people from the Igbo ethnic group are money-driven,ethnicity_region,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,people from the Igbo ethnic group are money-driven,['igbo'],igbo,ethnic group are money-driven
2041,people from the Hausa ethnic group are conservative,ethnicity_region,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,people from the Hausa ethnic group are conservative,['igbo'],hausa,ethnic group are conservative
2043,Muslims are devout,religion,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,Muslims are devout,['igbo'],muslims,devout
2044,Christians are charitable,religion,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are charitable,['igbo'],christians,charitable
2045,Traditional worshippers are superstit,religion,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers are superstit,['igbo'],traditional worshippers,superstit
2046,teenagers are rebellious,age,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,nl,teenagers are rebellious,['igbo'],teenagers,rebellious
2047,middle-aged people are stressed,age,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,middle-aged people are stressed,['igbo'],middle-aged people,are stressed
2048,old people are slow,age,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,old people are slow,['igbo'],old people,are slow
2049,teachers are patient,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,teachers are patient,['igbo'],teachers,patient
2050,engineers are analytical,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,engineers are analytical,['igbo'],engineers,analytical
2051,artists are eccentric,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ca,artists are eccentric,['igbo'],artists,eccentric
2053,nurses are caring,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,nurses are caring,['igbo'],nurses,caring
2055,women are bad at math,misc,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are bad at math,['igbo'],women,bad at math
2057,people with disabilities are helpless,misc,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,people with disabilities are helpless,['igbo'],people,with disabilities are helpless
2059,Woman are the pillar of our society,women,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Woman are the pillar of our society,['yoruba'],women,the pillar of our society
2060,Women contribute to the growth of the society,women,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Women contribute to the growth of the society,['yoruba'],women,contribute to the growth of the society
2061,Men protect and guide the family,men,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Men protect and guide the family,['yoruba'],men,protect and guide the family
2062,Men are selfless,men,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,no,Men are selfless,['yoruba'],men,selfless
2064,Muslims are rigid and not easily accommodating,religion,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Muslims are rigid and not easily accommodating,['yoruba'],muslims,rigid and not easily accommodating
2065,Christians are too gentle,religion,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Christians are too gentle,['yoruba'],christians,too gentle
2066,Old people are always envious of the young ones,age,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Old people are always envious of the young ones,['yoruba'],old people,are always envious of the young ones
2069,Women are builders and Women are the backbone of their family,women,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Women are builders and Women are the backbone of their family,['delta igbo'],women,builders and women are the backbone of their family
2070,Men are the head of the family and Men are the emotional and financial support of the family,men,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Men are the head of the family and Men are the emotional and financial support of the family,['delta igbo'],men,the head of the family and men are the emotional and financial support of the family
2071,People from the East especially their men know how to take care of the women,ethnicity_region,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,People from the East especially their men know how to take care of the women,['delta igbo'],people from the east,especially their men know how to take care of the women
2072,Muslims are very strict with their prayers,religion,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Muslims are very strict with their prayers,['delta igbo'],muslims,very strict with their prayers
2073,and Christians celebrate Christmas,religion,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,and Christians celebrate Christmas,['delta igbo'],christians,celebrate christmas
2074,Old people get easily sick,age,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Old people get easily sick,['delta igbo'],old people,get easily sick
2075,young people are agile,age,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,young people are agile,['delta igbo'],young people,are agile
2076,Farmers are also marketers,profession,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Farmers are also marketers,['delta igbo'],farmers,also marketers
2078,I am from Ika-North east we don't speak Igbo as our language,misc,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,I am from Ika-North east we don't speak Igbo as our language,['delta igbo'],igbo,as our language
2080,Women are nurturing,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ro,Women are nurturing,['yoruba'],women,nurturing
2081,emotional,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,emotional,['yoruba'],women,emotional
2082,sensitive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fi,sensitive,['yoruba'],women,sensitive
2083,caring,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ro,caring,['yoruba'],women,caring
2084,gentle,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,de,gentle,['yoruba'],women,gentle
2085,intuitive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ro,intuitive,['yoruba'],women,intuitive
2086,talkative,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fi,talkative,['yoruba'],women,talkative
2087,dramatic,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,hr,dramatic,['yoruba'],women,dramatic
2088,motherly,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,motherly,['yoruba'],women,motherly
2089,weak,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,sw,weak,['yoruba'],women,weak
2090,submissive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,et,submissive,['yoruba'],women,submissive
2091,dependent,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,nl,dependent,['yoruba'],women,dependent
2092,passive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,passive,['yoruba'],women,passive
2093,fashion-conscious,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,fashion-conscious,['yoruba'],women,fashion-conscious
2094,beauty-obsessed,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,beauty-obsessed,['yoruba'],women,beauty-obsessed
2095,caregivers,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,caregivers,['yoruba'],women,caregivers
2096,homemakers,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,af,homemakers,['yoruba'],women,homemakers
2097,multitaskers,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fi,multitaskers,['yoruba'],women,multitaskers
2099,Men are strong,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,sv,Men are strong,['yoruba'],men,strong
2100,tough,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,tough,['yoruba'],men,tough
2101,stoic,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,pl,stoic,['yoruba'],men,stoic
2102,unemotional,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fr,unemotional,['yoruba'],men,unemotional
2103,providers,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,da,providers,['yoruba'],men,providers
2104,breadwinners,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,breadwinners,['yoruba'],men,breadwinners
2105,aggressive,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,aggressive,['yoruba'],men,aggressive
2106,competitive,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,competitive,['yoruba'],men,competitive
2107,dominant,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,pt,dominant,['yoruba'],men,dominant
2108,leaders,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,es,leaders,['yoruba'],men,leaders
2109,fixers,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ca,fixers,['yoruba'],men,fixers
2110,handy,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,cy,handy,['yoruba'],men,handy
2112,sports-loving,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,no,sports-loving,['yoruba'],men,sports-loving
2113,risk-takers,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,no,risk-takers,['yoruba'],men,risk-takers
2114,protectors,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,protectors,['yoruba'],men,protectors
2115,People from the North are conservative,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the North are conservative,['yoruba'],people from the north,are conservative
2118,People from the South are friendly,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the South are friendly,['yoruba'],people from the south,are friendly
2121,People from the East are smart,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the East are smart,['yoruba'],people from the east,are smart
2124,People from the West are innovative,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the West are innovative,['yoruba'],people from the west,are innovative
2127,Muslims are terrorists,religion,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Muslims are terrorists,['yoruba'],muslims,terrorists
2130,Christians are moralistic,religion,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Christians are moralistic,['yoruba'],christians,moralistic
2133,Traditional worshippers are primitive,religion,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Traditional worshippers are primitive,['yoruba'],traditional worshippers,primitive
2136,Old people are wise,age,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Old people are wise,['yoruba'],old people,are wise
2139,Young people are careless,age,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Young people are careless,['yoruba'],young people,are careless
2143,Middle-aged people are stressed,age,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Middle-aged people are stressed,['yoruba'],middle-aged people,are stressed
2153,Gen Z is digitally native,age,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Gen Z is digitally native,['yoruba'],gen z,digitally native
2156,Doctors are smart,profession,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Doctors are smart,['yoruba'],doctors,smart
2161,Blondes are dumb,misc,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fr,Blondes are dumb,['yoruba'],blondes,dumb
2164,gamers are lazy,misc,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ca,gamers are lazy,['yoruba'],gamers,lazy
2167,rich people are snobbish,misc,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,rich people are snobbish,['yoruba'],rich people,are snobbish
2168,poor people are lazy,misc,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ro,poor people are lazy,['yoruba'],poor people,are lazy
2173,Women are the weak gender,women,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,nl,Women are the weak gender,['igbo'],women,the weak gender
2174,women are the neck of the family,women,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,women are the neck of the family,['igbo'],women,the neck of the family
2175,every women needs a man in her life,women,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,every women needs a man in her life,['igbo'],women,needs a man in her life
2176,women are like flower so they have limited time of glow,women,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,women are like flower so they have limited time of glow,['igbo'],women,like flower so they have limited time of glow
2178,etc,women,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fr,etc,['igbo'],women,etc
2179,Men are the head of the family,men,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Men are the head of the family,['igbo'],men,the head of the family
2181,men are the bread winners,men,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,men are the bread winners,['igbo'],men,the bread winners
2182,etc,men,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fr,etc,['igbo'],men,etc
2183,Igbo people like money,ethnicity_region,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,sl,Igbo people like money,['igbo'],igbo,like money
2184,Yoruba people like Owambe (Party/to show off),ethnicity_region,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Yoruba people like Owambe (Party/to show off),['igbo'],yoruba,like owambe (party/to show off)
2185,Yoruba girls are dirty,ethnicity_region,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,tr,Yoruba girls are dirty,['igbo'],yoruba,dirty
2186,Yoruba people can greet so well and also gossip,ethnicity_region,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Yoruba people can greet so well and also gossip,['igbo'],yoruba,can greet so well and also gossip
2191,Christian Ms pray on Sunday,religion,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Christian Ms pray on Sunday,['igbo'],christians,ms pray on sunday
2194,young people m are not as wise. Young blood are stronger than old people,age,79,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,young people m are not as wise,['igbo'],young people,m are not as wise
2198,Housewives,women,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Housewives,['igala'],women,housewives
2199,emotional,women,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,emotional,['igala'],women,emotional
2201,Providers,men,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,da,Providers,['igala'],men,providers
2202,Leadership,men,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Leadership,['igala'],men,leadership
2203,aggressive,men,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,aggressive,['igala'],men,aggressive
2204,womanizer,men,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,pl,womanizer,['igala'],men,womanizer
2211,Muslims-bigots,religion,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,lv,Muslims-bigots,['igala'],muslims,-bigots
2212,Christians-Scammers,religion,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Christians-Scammers,['igala'],christians,-scammers
2215,Old people - wisdom,age,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Old people - wisdom,['igala'],old people,- wisdom
2216,Young people - fast lane,age,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Young people - fast lane,['igala'],young people,- fast lane
2219,Doctors- Educated,profession,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Doctors- Educated,['igala'],doctors,- educated
2221,farmers-food basket,profession,80,Male,36–50 *,Employed *,Education *,Christianity,Nigeria,Nigerian,da,farmers-food basket,['igala'],farmers,-food basket
2224,Women are lovely,women,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,Women are lovely,['ibibio'],women,lovely
2225,women are annoying,women,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,women are annoying,['ibibio'],women,annoying
2226,women are manipulative,women,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,women are manipulative,['ibibio'],women,manipulative
2227,women are amazing,women,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,nl,women are amazing,['ibibio'],women,amazing
2228,Men are mentally strong,men,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,Men are mentally strong,['ibibio'],men,mentally strong
2229,men are brave,men,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,no,men are brave,['ibibio'],men,brave
2230,men are treated harshly in the society,men,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,men are treated harshly in the society,['ibibio'],men,treated harshly in the society
2231,People from the West are aggressive,ethnicity_region,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,People from the West are aggressive,['ibibio'],people from the west,are aggressive
2233,people from the north are different,ethnicity_region,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,people from the north are different,['ibibio'],people from the north,are different
2234,Old people are used to the old way of doing things,age,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,en,Old people are used to the old way of doing things,['ibibio'],old people,are used to the old way of doing things
2235,Engineers are problem solvers,profession,81,Male,26–35 *,Employed *,Engineering  *,Christianity,Nigeria,Nigerian,no,Engineers are problem solvers,['ibibio'],engineers,problem solvers
2238,Men don't cry,men,82,Male,36–50 *,Employed *,Finance *,Christianity,Nigeria,Nigerian,fr,Men don't cry,['yoruba'],men,don't cry
2239,People from the East can only do business,ethnicity_region,82,Male,36–50 *,Employed *,Finance *,Christianity,Nigeria,Nigerian,en,People from the East can only do business,['yoruba'],people from the east,can only do business
2240,Christians are docile,religion,82,Male,36–50 *,Employed *,Finance *,Christianity,Nigeria,Nigerian,en,Christians are docile,['yoruba'],christians,docile
2241,Young people are the leaders of tomorrow never today,age,82,Male,36–50 *,Employed *,Finance *,Christianity,Nigeria,Nigerian,en,Young people are the leaders of tomorrow never today,['yoruba'],young people,are the leaders of tomorrow never today
2242,Farmers are poor,profession,82,Male,36–50 *,Employed *,Finance *,Christianity,Nigeria,Nigerian,nl,Farmers are poor,['yoruba'],farmers,poor
2243,Hausas are brave,misc,82,Male,36–50 *,Employed *,Finance *,Christianity,Nigeria,Nigerian,lv,Hausas are brave,['yoruba'],hausa,brave
2244,Women are empathetic,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Women are empathetic,['yoruba'],women,empathetic
2245,emotional,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,emotional,['yoruba'],women,emotional
2246,caring,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,ro,caring,['yoruba'],women,caring
2247,gentle,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,de,gentle,['yoruba'],women,gentle
2248,sensitive,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,fi,sensitive,['yoruba'],women,sensitive
2249,Supportive,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,it,Supportive,['yoruba'],women,supportive
2250,graceful,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,ro,graceful,['yoruba'],women,graceful
2251,Weak,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,sw,Weak,['yoruba'],women,weak
2252,talkative,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,fi,talkative,['yoruba'],women,talkative
2253,submissive,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,et,submissive,['yoruba'],women,submissive
2254,indecisive,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,it,indecisive,['yoruba'],women,indecisive
2255,gossipy,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,pt,gossipy,['yoruba'],women,gossipy
2256,manipulative.,women,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,ro,manipulative,['yoruba'],women,manipulative
2257,Men are Strong,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,sv,Men are Strong,['yoruba'],men,strong
2258,aggressive,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,it,aggressive,['yoruba'],men,aggressive
2259,dominant,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,pt,dominant,['yoruba'],men,dominant
2260,logical,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,it,logical,['yoruba'],men,logical
2261,unemotional,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,fr,unemotional,['yoruba'],men,unemotional
2262,brave,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,sl,brave,['yoruba'],men,brave
2263,competitive,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,it,competitive,['yoruba'],men,competitive
2264,assertive,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,assertive,['yoruba'],men,assertive
2265,independent,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,nl,independent,['yoruba'],men,independent
2266,protective,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,protective,['yoruba'],men,protective
2267,providers,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,da,providers,['yoruba'],men,providers
2268,decisive,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,es,decisive,['yoruba'],men,decisive
2269,ambitious,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,ambitious,['yoruba'],men,ambitious
2270,stubborn,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,sv,stubborn,['yoruba'],men,stubborn
2271,fearless.,men,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,fearless,['yoruba'],men,fearless
2272,People from the north are Hardworking,ethnicity_region,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,People from the north are Hardworking,['yoruba'],people from the north,are hardworking
2283,Muslims are Religious,religion,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Muslims are Religious,['yoruba'],muslims,religious
2294,Christians are Religious,religion,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Christians are Religious,['yoruba'],christians,religious
2305,Traditional worshippers are Spiritual,religion,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Traditional worshippers are Spiritual,['yoruba'],traditional worshippers,spiritual
2315,Old people are experienced,age,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Old people are experienced,['yoruba'],old people,are experienced
2325,Young people are Energetic,age,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Young people are Energetic,['yoruba'],young people,are energetic
2336,Doctors are dedicated,profession,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Doctors are dedicated,['yoruba'],doctors,dedicated
2346,Traders are Shrewd,profession,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,Traders are Shrewd,['yoruba'],traders,shrewd
2357,Yoruba are Loud,misc,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,ro,Yoruba are Loud,['yoruba'],yoruba,loud
2368,Hausa are Hardworking,misc,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,af,Hausa are Hardworking,['yoruba'],hausa,hardworking
2379,Igbo are Entrepreneurial,misc,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,ro,Igbo are Entrepreneurial,['yoruba'],igbo,entrepreneurial
2390,People from the South are Warm,misc,83,Male,26–35 *,Employed *,Healthcare   *,Islam,Nigeria,Nigerian,en,People from the South are Warm,['yoruba'],people from the south,are warm
2401,Jealousy,women,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,cs,Jealousy,['yoruba'],women,jealousy
2402,emotional,women,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,emotional,['yoruba'],women,emotional
2403,strong,women,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,strong,['yoruba'],women,strong
2404,Energetic,women,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,de,Energetic,['yoruba'],women,energetic
2405,Prideful,men,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,es,Prideful,['yoruba'],men,prideful
2406,lust,men,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,fi,lust,['yoruba'],men,lust
2407,Angry,men,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,tl,Angry,['yoruba'],men,angry
2412,Muslims are mohammed believers,religion,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,da,Muslims are mohammed believers,['yoruba'],muslims,mohammed believers
2413,Christians are God’s believers and traditional are gods believers,religion,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are God’s believers and traditional are gods believers,['yoruba'],christians,god’s believers and traditional are gods believers
