,Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,attribute_term,ethnic_identity,Person Assigned to,person assigned to
1797,2645.0,young people are unserious,age,98.0,Male,26–35 *,Employed *,IT & Software   *,Islam,Nigeria,Nigerian,en,young people are unserious,young people,are unserious,['ebira'],Melissah,
1798,2646.0,nurses are prostitute,profession,98.0,Male,26–35 *,Employed *,IT & Software   *,Islam,Nigeria,Nigerian,ro,nurses are prostitute,nurses,prostitute,['ebira'],Melissah,
1799,2648.0,Women are weak,women,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,nl,Women are weak,women,weak,['yoruba'],Melissah,
1800,2649.0,women are strong headed,women,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,women are strong headed,women,strong headed,['yoruba'],Melissah,
1801,2650.0,women are fragile,women,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,women are fragile,women,fragile,['yoruba'],Melissah,
1802,2651.0,women are equal to men,women,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,women are equal to men,women,equal to men,['yoruba'],Melissah,
1803,2652.0,Men are bosy,men,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,Men are bosy,men,bosy,['yoruba'],Melissah,
1804,2653.0,men are strong,men,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,no,men are strong,men,strong,['yoruba'],Melissah,
1805,2654.0,men are responsible for everything,men,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,men are responsible for everything,men,responsible for everything,['yoruba'],Melissah,
1806,2656.0,Nigerians ae thieves,ethnicity_region,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,Nigerians ae thieves,nigerians,ae thieves,['yoruba'],Melissah,
1807,2657.0,ibos like money too much,ethnicity_region,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,ibos like money too much,igbo people,like money too much,['yoruba'],Melissah,
1808,2658.0,Christians are poor,religion,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,Christians are poor,christians,poor,['yoruba'],Melissah,
1809,2659.0,traditional worshippers are fake,religion,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,traditional worshippers are fake,traditional worshippers,fake,['yoruba'],Melissah,
1810,2660.0,Muslims are the same as traditional worshippers,religion,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,Muslims are the same as traditional worshippers,muslims,the same as traditional worshippers,['yoruba'],Melissah,
1811,2661.0,Old people are stuck in their ways,age,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,Old people are stuck in their ways,old people,are stuck in their ways,['yoruba'],Melissah,
1812,2662.0,young people cannot make great decisions,age,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,young people cannot make great decisions,young people,cannot make great decisions,['yoruba'],Melissah,
1813,2664.0,traders are poor,profession,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,nl,traders are poor,traders,poor,['yoruba'],Melissah,
1814,2665.0,doctors are smart,profession,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,doctors are smart,doctors,smart,['yoruba'],Melissah,
1815,2666.0,lawyers are argumentative,profession,99.0,Male,26–35 *,Self-employed *,,Christianity,Other Country,Nigerian,en,lawyers are argumentative,lawyers,argumentative,['yoruba'],Melissah,
1816,2669.0,Men are cheaters,men,100.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Men are cheaters,men,cheaters,['yoruba'],Melissah,
1817,2670.0,men are trash,men,100.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,sq,men are trash,men,trash,['yoruba'],Melissah,
1818,2673.0,Muslims are terrorists,religion,100.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Muslims are terrorists,muslims,terrorist,['yoruba'],Melissah,
1819,2674.0,Young people can never do what old people do,age,100.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Young people can never do what old people do,young people,can never do what old people do,['yoruba'],Melissah,
1820,2675.0,Lawyers are liars,profession,100.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Lawyers are liars,lawyers,liars,['yoruba'],Melissah,
1821,2679.0,Women are the homemakers,women,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Women are the homemakers,women,the homemakers,['yoruba'],Melissah,
1822,2680.0,Women are only meant to be housewives,women,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Women are only meant to be housewives,women,only meant to be housewives,['yoruba'],Melissah,
1823,2681.0,Women should only live their lives for their husbands,women,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Women should only live their lives for their husbands,women,should only live their lives for their husbands,['yoruba'],Melissah,
1824,2683.0,Men are providers,men,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,da,Men are providers,men,providers,['yoruba'],Melissah,
1825,2684.0,Men are head of the families,men,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Men are head of the families,men,head of the families,['yoruba'],Melissah,
1826,2685.0,Men are protectors,men,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Men are protectors,men,protectors,['yoruba'],Melissah,
1827,2686.0,Yoruba people do not like the help eachother,ethnicity_region,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Yoruba people do not like the help eachother,yoruba people,do not like the help eachother,['yoruba'],Melissah,
1828,2687.0,Igbo people are greedy,ethnicity_region,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Igbo people are greedy,igbo people,are greedy,['yoruba'],Melissah,
1829,2688.0,Hausa people only help people from their people,ethnicity_region,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Hausa people only help people from their people,hausa people,only help people from their people,['yoruba'],Melissah,
1830,2690.0,Muslims are terrorists,religion,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Muslims are terrorists,muslims,terrorists,['yoruba'],Melissah,
1831,2691.0,Christians are sinless,religion,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Christians are sinless,christians,sinless,['yoruba'],Melissah,
1832,2692.0,Old people belive they have all the knowledge because they have been jn life longer,age,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Old people belive they have all the knowledge because they have been jn life longer,old people,believe they have all the knowledge ,['yoruba'],Melissah,
1833,2693.0,Young people are reckless,age,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Young people are reckless,young people,are reckless,['yoruba'],Melissah,
1834,2694.0,Doctors are kind people,profession,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Doctors are kind people,doctors,kind people,['yoruba'],Melissah,
1835,2695.0,Nurses are rude,profession,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,fr,Nurses are rude,nurses,rude,['yoruba'],Melissah,
1836,2696.0,Teachers are wonderful,profession,101.0,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Teachers are wonderful,teachers,wonderful,['yoruba'],Melissah,
1837,2698.0,Women are caring,women,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,en,Women are caring,women,caring,['igbo'],Melissah,
1838,2699.0,women are loving,women,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,nl,women are loving,women,loving,['igbo'],Melissah,
1839,2700.0,women are wonderful,women,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,nl,women are wonderful,women,wonderful,['igbo'],Melissah,
1840,2701.0,Men are builder,men,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,da,Men are builder,men,builder,['igbo'],Melissah,
1841,2702.0,men are leaders,men,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,da,men are leaders,men,leaders,['igbo'],Melissah,
1842,2703.0,men are innovative,men,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,sv,men are innovative,men,innovative,['igbo'],Melissah,
1843,2707.0,Muslims worship Allah through the doctrine laid by prophet Muhammad,religion,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,en,Muslims worship Allah through the doctrine laid by prophet Muhammad,muslims,worship allah through the doctrine laid by prophet muhammad,['igbo'],Melissah,
1844,2708.0,Christians serve God through the directive of our Lord Jesus Christ,religion,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,en,Christians serve God through the directive of our Lord Jesus Christ,christians,serve god through the directive of our lord jesus christ,['igbo'],Melissah,
1845,2710.0,Old people are experienced,age,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,en,Old people are experienced,old people,are experienced,['igbo'],Melissah,
1846,2711.0,young people are innovative and smart,age,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,en,young people are innovative and smart,young people,are innovative and smart,['igbo'],Melissah,
1847,2712.0,Traders are open minded and business oriented,profession,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,en,Traders are open minded and business oriented,traders,open minded and business oriented,['igbo'],Melissah,
1848,2713.0,doctors are disciplined,profession,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,it,doctors are disciplined,doctors,disciplined,['igbo'],Melissah,
1849,2715.0,children are leaders of tomorrow,misc,102.0,Male,26–35 *,Employed *,Entertainment *,Christianity,Nigeria,Nigerian,en,children are leaders of tomorrow,children,leaders of tomorrow,['igbo'],Melissah,
1850,2721.0,children and fellow men.,men,103.0,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,children and fellow men,children,and fellow men,['yoruba'],Melissah,
1851,2731.0,Traditional worshippers: anti-christ,religion,103.0,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Traditional worshippers: anti-christ,traditional worshippers,anti-christ,['yoruba'],Melissah,
1852,2733.0,Old people are seem to be out of fashion,age,103.0,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Old people are seem to be out of fashion,old people,are seem to be out of fashion,['yoruba'],Melissah,
1853,2736.0,Young people are seem as too arrogant,age,103.0,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Young people are seem as too arrogant,young people,are seem as too arrogant,['yoruba'],Melissah,
1854,2739.0,Lawyers are presume to be a liar,profession,103.0,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Lawyers are presume to be a liar,lawyers,presume to be a liar,['yoruba'],Melissah,
1855,2742.0,Women are caregivers,women,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Women are caregivers,women,caregivers,"['yoruba', 'nupe']",Melissah,
1856,2743.0,Women are meant to cook,women,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Women are meant to cook,women,meant to cook,"['yoruba', 'nupe']",Melissah,
1857,2744.0,Women are weak,women,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,nl,Women are weak,women,weak,"['yoruba', 'nupe']",Melissah,
1858,2745.0,women are emotional,women,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,women are emotional,women,emotional,"['yoruba', 'nupe']",Melissah,
1859,2746.0,Men are leaders,men,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,es,Men are leaders,men,leaders,"['yoruba', 'nupe']",Melissah,
1860,2747.0,Men are aggressive,men,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,it,Men are aggressive,men,aggressive,"['yoruba', 'nupe']",Melissah,
1861,2748.0,Men are authoritative,men,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Men are authoritative,men,authoritative,"['yoruba', 'nupe']",Melissah,
1862,2749.0,Men are independent,men,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,nl,Men are independent,men,independent,"['yoruba', 'nupe']",Melissah,
1863,2753.0,People from Igbo states like money,ethnicity_region,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,People from Igbo states like money,igbo people,states like money,"['yoruba', 'nupe']",Melissah,
1864,2754.0,Muslims are terrorists,religion,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Muslims are terrorists,muslims,terrorists,"['yoruba', 'nupe']",Melissah,
1865,2755.0,Young people are nonchalant,age,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Young people are nonchalant,young people,are nonchalant,"['yoruba', 'nupe']",Melissah,
1866,2756.0,Lawyers are liars,profession,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Lawyers are liars,lawyers,liars,"['yoruba', 'nupe']",Melissah,
1867,2757.0,Nurses are not nice,profession,104.0,Female,26–35 *,Unemployed *,,Islam,Nigeria,Nigerian,fr,Nurses are not nice,nurses,not nice,"['yoruba', 'nupe']",Melissah,
1868,2758.0,Housewives,women,105.0,Male,36–50 *,A student *,,Islam,Nigeria,Nigerian,en,Housewives,women,housewives,['hausa'],Melissah,
1869,2759.0,obidient,women,105.0,Male,36–50 *,A student *,,Islam,Nigeria,Nigerian,es,annoyed,women,obedient,['hausa'],Melissah,
1870,2760.0,Breadwinners,men,105.0,Male,36–50 *,A student *,,Islam,Nigeria,Nigerian,en,Breadwinners,men,breadwinners,['hausa'],Melissah,
1871,,People from Ikwerre fight for land ownership over anything else,ethnicity_region,0.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Other Country,Nigerian,en,People from Ikwerre fight for land ownership over anything else,ikwerre people,fight for land ownership,['ukwuani'],,Oluchi
1872,,People from Anambra are very industrious,ethnicity_region,0.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Other Country,Nigerian,en,People from Anambra are very industrious,people from anambra state,are very industrious,['ukwuani'],,Oluchi
1873,,People from Anambra are rich,ethnicity_region,0.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Other Country,Nigerian,en,People from Anambra are rich,people from anambra state,are rich,['ukwuani'],,Oluchi
1874,,People from Cross River or Akwa Ibom are promiscuous,ethnicity_region,0.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Other Country,Nigerian,en,People from Cross River or Akwa Ibom are promiscuous,people from cross river state,promiscous ,['ukwuani'],,Oluchi
1875,,People from Cross River or Akwa Ibom are promiscuous,,,,,,,,,,,,people from akwa ibom state,promiscous ,,,
1876,,You can't trust artisans,profession,0.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Other Country,Nigerian,fr,You can't trust artisans,artisans,can't be trusted ,['ukwuani'],,Oluchi
1877,,Suya sellers give extra,profession,1.0,Female,18–25 *,Employed *,Human centred design and UX Research *,Christianity,Nigeria,Nigerian,sv,Suya sellers give extra,suya sellers,give extra,"['igbo', 'idoma']",,Oluchi
1878,,Igbo women are beautiful,misc,1.0,Female,18–25 *,Employed *,Human centred design and UX Research *,Christianity,Nigeria,Nigerian,en,Igbo women are beautiful,igbo women,beautiful,"['igbo', 'idoma']",,Oluchi
1879,,lebou are fishermen,ethnicity_region,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,lebou are fishermen,lebou people,fishermen,['caucasian'],,Oluchi
1880,,wolof people are baol bao,ethnicity_region,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,wolof people are baol bao,wolof people,are baol bao,['caucasian'],,Oluchi
1881,,pulaar people are discreet,ethnicity_region,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,ro,pulaar people are discreet,pulaar people,are discreet,['caucasian'],,Oluchi
1882,,sereer people are strong minded,ethnicity_region,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,sereer people are strong minded,sereer people,are strong minded,['caucasian'],,Oluchi
1883,,griot are artists,ethnicity_region,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,griot are artists,griots,artists,['caucasian'],,Oluchi
1884,,griots are creatives,ethnicity_region,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,griots are creatives,griots,creatives,['caucasian'],,Oluchi
1885,,guards have a hard life,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,guards have a hard life,guards,a hard life,['caucasian'],,Oluchi
1886,,cops are corrupted,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,ro,cops are corrupted,cops,corrupted,['caucasian'],,Oluchi
1887,,gendarmes are less corrupted,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,gendarmes are less corrupted,gendarmes,not corrupt,['caucasian'],,Oluchi
1888,,waiters are fun,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,waiters are fun,waiters,fun,['caucasian'],,Oluchi
1889,,waiters are nice,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,en,waiters are nice,waiters,nice,['caucasian'],,Oluchi
1890,,street vendors are brave,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,no,street vendors are brave,street vendors,brave,['caucasian'],,Oluchi
1891,,fruit vendors make good money,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,af,fruit vendors make good money,fruit vendors,make good money,['caucasian'],,Oluchi
1892,,fruit vendors are pulaar,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,nl,Fruit Vendors Are Pulaar,fruit vendors,pulaar,['caucasian'],,Oluchi
1893,,coffee vendors are pulaar,profession,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,nl,coffee vendors are pulaar,coffee vendors,pulaar,['caucasian'],,Oluchi
1894,,Entrepreneurs are crazy,misc,2.0,Male,36–50 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Entrepreneurs are crazy,entrepreneurs,crazy,['caucasian'],,Oluchi
1895,,Women must have children,women,5.0,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Women must have children,women,must have children,"['yoruba', 'ibibio']",,Oluchi
1896,,Ibibio people (women) can cook,ethnicity_region,5.0,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Ibibio people (women) can cook,ibibio women,can cook,"['yoruba', 'ibibio']",,Oluchi
1897,,Ibibio girls are prostitutes,ethnicity_region,5.0,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,it,Ibibio girls are prostitutes,ibibio girls,prostitutes,"['yoruba', 'ibibio']",,Oluchi
1898,,Ibibio people are househelps,ethnicity_region,5.0,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Ibibio people are househelps,ibibio people,are househelps,"['yoruba', 'ibibio']",,Oluchi
1899,,Skitmakers are secret money launderers,profession,5.0,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,no,Skitmakers are secret money launderers,skitmakers,secret money launderers,"['yoruba', 'ibibio']",,Oluchi
1900,,[Female] content creators are secret sex workers,profession,5.0,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,[Female] content creators are secret sex workers,female content creators,secret sex workers,"['yoruba', 'ibibio']",,Oluchi
1901,,Canadians are nice,ethnicity_region,6.0,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,ca,Canadians are nice,canadians,nice,['other_black'],,Oluchi
1902,,tech people know everything,profession,6.0,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,tech people know everything,tech people,know everything,['other_black'],,Oluchi
1903,,People from Central are greedy,ethnicity_region,7.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,People from Central are greedy,people from central kenya,are greedy,"['luhya', 'luo']",,Oluchi
1904,,People from Eastern are witches,ethnicity_region,7.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,People from Eastern are witches,people from eastern kenya,are witches,"['luhya', 'luo']",,Oluchi
1905,,people from nyanza are prideful,ethnicity_region,7.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,it,people from nyanza are prideful,people from nyanza,are prideful,"['luhya', 'luo']",,Oluchi
1906,,Sales people are persuasive,profession,7.0,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,ca,Sales people are persuasive,sales people,are persuasive,"['luhya', 'luo']",,Oluchi
1907,,les hommes mariés ne sont pas sportifs,men,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,married men are not athletic,married men,not athletic,['caucasian'],,Oluchi
1908,,les lébous sont des pêcheurs,ethnicity_region,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Lébous are fishermen,lebou people,fishermen,['caucasian'],,Oluchi
1909,,les diolas sont petits,ethnicity_region,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The diolas are small,doila people,small,['caucasian'],,Oluchi
1910,,les peuls sont très grands,ethnicity_region,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The Fulani are very large,fulani people,very large,['caucasian'],,Oluchi
1911,,les peuls sont des nomades,ethnicity_region,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Fulani are nomads,fulani people,nomads,['caucasian'],,Oluchi
1912,,les peuls sont éleveurs,ethnicity_region,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Fulani are breeders,fulani people,breeders,['caucasian'],,Oluchi
1913,,les 2eme femmes sont les favorites,ethnicity_region,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The 2nd women are the favorites,second wives,the favorites,['caucasian'],,Oluchi
1914,,les griots sont des artistes,ethnicity_region,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,griots are artists,griots,artists,['caucasian'],,Oluchi
1915,,les personnes âgées font du diabète,age,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The elderly do diabetes,old people,diabetes,['caucasian'],,Oluchi
1916,,les travailleurs du gouvernement sont corrompus,profession,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,government workers are corrupt,government workers,corrupt,['caucasian'],,Oluchi
1917,,les chauffeurs de taxi sont malpolis,profession,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Taxi drivers are malpolis,taxi drivers,rude,['caucasian'],,Oluchi
1918,,les sage-femmes sont rustres,profession,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,midwives are rustic,midwives,rude,['caucasian'],,Oluchi
1919,,les sage-femmes font peur,profession,8.0,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The midwives are scary,midwives,scary,['caucasian'],,Oluchi
1920,,all women want to have children,women,10.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,all women want to have children,women,want children,['idoma'],,Oluchi
1921,,idoma men are cheats,ethnicity_region,10.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,idoma men are cheats,idoma men,cheats,['idoma'],,Oluchi
1922,,idoma people are lazy,ethnicity_region,10.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,it,idoma people are lazy,idoma people,are lazy,['idoma'],,Oluchi
1923,,GEN zs are lazy,age,10.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,pl,GEN zs are lazy,gen z's,lazy,['idoma'],,Oluchi
1924,,Gen Z complain about everything. Gen Z are lazy. Gen Z don't believe in hardwork,age,11.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Gen Z complain about everything,gen z's,complain about everything,['kikuyu'],,Oluchi
1925,,Gen Z complain about everything. Gen Z are lazy. Gen Z don't believe in hardwork,age,11.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Gen Z don't believe in hardwork,gen z's,don't believe in hardwork,['kikuyu'],,Oluchi
1926,,Matatu touts are rude,profession,11.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,fr,Matatu touts are rude,matatu touts,rude,['kikuyu'],,Oluchi
1927,,Kenyans are polite,misc,11.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,id,Kenyans are polite,kenyans,polite,['kikuyu'],,Oluchi
1928,,Christian's aren't disciplined in their religion,religion,12.0,Male,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Christian's aren't disciplined in their religion,christians,aren't disciplined in their religion,['kikuyu'],,Oluchi
1929,,Doctor's are smart,profession,12.0,Male,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Doctor's are smart,doctors,smart,['kikuyu'],,Oluchi
1930,,People from mount Kenya are good in business. - what about other communities in business doing good?,ethnicity_region,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,People from mount Kenya are good in business,people from mount kenya,good in business,['kikuyu'],,Oluchi
1931,,People from Kisii are associated with witchcraft,ethnicity_region,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,People from Kisii are associated with witchcraft,kisii people,are associated with witchcraft,['kikuyu'],,Oluchi
1932,,People from Meru have anger issues,ethnicity_region,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,People from Meru have anger issues,meru people,have anger issues,['kikuyu'],,Oluchi
1933,,People from the Coast are lazy and can't make good employees,ethnicity_region,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,People from the Coast are lazy and can't make good employees,people from the kenyan coast,lazy,['kikuyu'],,Oluchi
1934,,People from the Coast are lazy and can't make good employees,,,,,,,,,,,,people from the kenyan coast,can't make good employees,,,
1935,,All doctors are drunkards,profession,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,sv,All doctors are drunkards,doctors,drunkards,['kikuyu'],,Oluchi
1936,,all insurance brokers are conmen,profession,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,all insurance brokers are conmen,insurance brokers,conmen,['kikuyu'],,Oluchi
1937,,developers have no social life too.,profession,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,developers have no social life too,software developer,no social life,['kikuyu'],,Oluchi
1938,,Ex: Nigerians are way loud,misc,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Ex: Nigerians are way loud,nigerians,loud,['kikuyu'],,Oluchi
1939,,Kenyans are way too aggressive with everything.,misc,13.0,Male,26–35 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Kenyans are way too aggressive with everything,kenyans,way too aggressive with everything,['kikuyu'],,Oluchi
1940,,People from Central love money,ethnicity_region,14.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,People from Central love money,people from central kenya,love money,"['kikuyu', 'luhya']",,Oluchi
1941,,People from Rift Valley are very tribal,ethnicity_region,14.0,Female,26–35 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,People from Rift Valley are very tribal,people from rift valley,very tribal,"['kikuyu', 'luhya']",,Oluchi
