Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,identity_term_modified,attribute_term,attribute_term_modified,ethnic_identity,Person Assigned to
,Young people are the highest risk takers. Very daring and innovative.  Old people are more calculative,age,59,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Very daring and innovative,young people,,innovative,,['yoruba'],
1777,Young people are the highest risk takers. Very daring and innovative.  Old people are more calculative,age,59,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are more calculative,old people,,are more calculative,,['yoruba'],Melissah
1779,Journalists are extroverts! Fashion designers are tailors!Human Doctors are better than vets.,profession,59,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Journalists are extroverts,journalists,journalists,extroverts! fashion designers are tailors!human doctors are better than vets,are extroverts,['yoruba'],Melissah
1779,Journalists are extroverts! Fashion designers are tailors!Human Doctors are better than vets.,profession,59,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Fashion designers are tailors,journalists,fashion designers,extroverts! fashion designers are tailors!human doctors are better than vets,are tailors,['yoruba'],Melissah
1779,Journalists are extroverts! Fashion designers are tailors!Human Doctors are better than vets.,profession,59,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Human Doctors are better than vets,journalists,human doctors,extroverts! fashion designers are tailors!human doctors are better than vets,are better than vets,['yoruba'],Melissah
1782,They are weak,women,60,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,They are weak,women,,weak,,['yoruba'],Melissah
1783,they belong to the kitchen.,women,60,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,they belong to the kitchen,women,,belong to the kitchen,,['yoruba'],Melissah
1784,They shouldn't cry,men,60,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,They shouldn't cry,men,,shouldn't cry,,['yoruba'],Melissah
1785,they should be provider.,men,60,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,they should be provider,men,,should be provider,,['yoruba'],Melissah
1787,Muslims are very honest.,religion,60,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Muslims are very honest,muslims,,very honest,,['yoruba'],Melissah
1788,Young people are wrong and lazy. Young people shouldn't do anything in power,age,60,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Young people are wrong and lazy,young people,,are wrong and lazy,,['yoruba'],Melissah
1788,Young people are wrong and lazy. Young people shouldn't do anything in power,age,60,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Young people shouldn't do anything in power,young people,,shouldn't do anything in power,,['yoruba'],Melissah
1791,Men are polygamous,men,61,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Men are polygamous,men,,polygamous,,['yoruba'],Melissah
1792,heady,men,61,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,cy,heady,men,,heady,,['yoruba'],Melissah
1793,People from the South Eastern part are rude,ethnicity_region,61,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,People from the South Eastern part are rude,people from the south,people from the south-eastern Nigeria,eastern part are rude,rude,['yoruba'],Melissah
1797,People from the North are gullible,ethnicity_region,61,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,People from the North are gullible,people from the north,,are gullible,,['yoruba'],Melissah
1800,Muslims are perceived as intolerant.,religion,61,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Muslims are perceived as intolerant,muslims,,perceived as intolerant,,['yoruba'],Melissah
1802,Old people are peacemakers.,age,61,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Old people are peacemakers,old people,,are peacemakers,,['yoruba'],Melissah
1803,Young people are inexperienced.,age,61,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Young people are inexperienced,young people,,are inexperienced,,['yoruba'],Melissah
1808,Women are stronger even when they are weak,women,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are stronger even when they are weak,women,,stronger even when they are weak,,['yoruba'],Melissah
1809,caring,women,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,caring,women,,caring,,['yoruba'],Melissah
1810,loving,women,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,sl,loving,women,,loving,,['yoruba'],Melissah
1811,kind,women,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,tr,kind,women,,kind,,['yoruba'],Melissah
1814,Men are strong too,men,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men are strong too,men,,strong too,,['yoruba'],Melissah
1824,Muslims are devoted in terms of prayers but they are violent in nature,religion,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Muslims are devoted in terms of prayers but they are violent in nature,muslims,,devoted in terms of prayers but they are violent in nature,,['yoruba'],Melissah
1825,Christians are not devoted as Muslims but they love peace. Traditional worshippers can be running there things in the background,religion,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are not devoted as Muslims but they love peace,christians,,not devoted as muslims,,['yoruba'],Melissah
1825,Christians are not devoted as Muslims but they love peace. Traditional worshippers can be running there things in the background,religion,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers can be running there things in the background,christians,,love peace,,['yoruba'],Melissah
1826,Young people are definitely dependant,age,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Young people are definitely dependant,young people,,are definitely dependant,,['yoruba'],Melissah
1831,Doctors are smart and intelligent,profession,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Doctors are smart and intelligent,doctors,,smart and intelligent,,['yoruba'],Melissah
1832,Lawyers are proud,profession,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Lawyers are proud,lawyers,,proud,,['yoruba'],Melissah
1834,Teachers are free minded,profession,62,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Teachers are free minded,teachers,,free minded,,['yoruba'],Melissah
1836,Women are meant to do the cooking for the family,women,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Women are meant to do the cooking for the family,women,,meant to do the cooking for the family,,['yoruba'],Melissah
1837,women should not be involved in political activities,women,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women should not be involved in political activities,women,,should not be involved in political activities,,['yoruba'],Melissah
1838,Men should not cry,men,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Men should not cry,men,,should not cry,,['yoruba'],Melissah
1839,Igbos are tribalistic,ethnicity_region,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Igbos are tribalistic,igbo,igbo people,tribalistic,,['yoruba'],Melissah
1840,yorubas are more educated,ethnicity_region,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,yorubas are more educated,yoruba,yoruba people,more educated,,['yoruba'],Melissah
1842,Muslims are boko haram,religion,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,Muslims are boko haram,muslims,,boko haram,,['yoruba'],Melissah
1843,Christians dress inappropriately,religion,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians dress inappropriately,christians,,dress inappropriately,,['yoruba'],Melissah
1844,Young people dress inappropriately,age,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Young people dress inappropriately,young people,,dress inappropriately,,['yoruba'],Melissah
1845,Old people stereotype the young,age,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Old people stereotype the young,old people,,stereotype the young,,['yoruba'],Melissah
1846,Lawyers are criminals,profession,63,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Lawyers are criminals,lawyers,,criminals,,['yoruba'],Melissah
1850,cook,women,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,cook,women,,cook,,['goemai'],Melissah
1854,fearless,men,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,fearless,men,,fearless,,['goemai'],Melissah
1859,Muslims are fantastics,religion,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,ca,Muslims are fantastics,muslims,,fantastics,,['goemai'],Melissah
1860,Christians are holier than thou,religion,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Christians are holier than thou,christians,,holier than thou,,['goemai'],Melissah
1861,Old people are wizards,age,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Old people are wizards,old people,,are wizards,,['goemai'],Melissah
1862,Young people don't have respect,age,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Young people don't have respect,young people,,don't have respect,,['goemai'],Melissah
1863,Doctors feel they know more than everyone.,profession,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Doctors feel they know more than everyone,doctors,,feel they know more than everyone,,['goemai'],Melissah
1865,Females aren't supposed to be doctors and males aren't supposed to be nurses,misc,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Females aren't supposed to be doctors and males aren't supposed to be nurses,doctors,females,and males aren't supposed to be nurses,aren't supposed to be doctors ,['goemai'],Melissah
1865,Females aren't supposed to be doctors and males aren't supposed to be nurses,misc,64,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Females aren't supposed to be doctors and males aren't supposed to be nurses,doctors,males,and males aren't supposed to be nurses,aren't supposed to be nurses,['goemai'],Melissah
1866,Women are strong,women,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are strong,women,,strong,,['gamai'],Melissah
1867,women are industrious,women,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are industrious,women,,industrious,,['gamai'],Melissah
1868,caring,women,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,caring,women,,caring,,['gamai'],Melissah
1869,promiscuous,women,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,promiscuous,women,,promiscuous,,['gamai'],Melissah
1870,Promiscuous,men,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,Promiscuous,men,,promiscuous,,['gamai'],Melissah
1871,strong,men,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,strong,men,,strong,,['gamai'],Melissah
1872,industrious,men,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,industrious,men,,industrious,,['gamai'],Melissah
1873,hardworking,men,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,hardworking,men,,hardworking,,['gamai'],Melissah
1874,bullies,men,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,bullies,men,,bullies,,['gamai'],Melissah
1876,people from the North are uneducated,ethnicity_region,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,people from the North are uneducated,people from the north,,are uneducated,,['gamai'],Melissah
1880,Muslims are not peaceful,religion,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,Muslims are not peaceful,muslims,,not peaceful,,['gamai'],Melissah
1881,Christians are patient,religion,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,fr,Christians are patient,christians,,patient,,['gamai'],Melissah
1882,Traditional worshippers are not tolerant,religion,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers are not tolerant,traditional worshippers,,not tolerant,,['gamai'],Melissah
1883,Old people are wise,age,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are wise,old people,,are wise,,['gamai'],Melissah
1884,young people are agile,age,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,young people are agile,young people,,are agile,,['gamai'],Melissah
1885,children are innocent and agile,age,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,children are innocent and agile,children,,innocent and agile,,['gamai'],Melissah
1887,teachers are patient and dedicated,profession,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,teachers are patient and dedicated,teachers,,patient and dedicated,,['gamai'],Melissah
1888,nurses are smart,profession,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,fr,nurses are smart,nurses,,smart,,['gamai'],Melissah
1890,lawyers are liers,profession,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,lawyers are liers,lawyers,,liers,,['gamai'],Melissah
1891,farmers are diligent,profession,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,da,farmers are diligent,farmers,,diligent,,['gamai'],Melissah
1894,Yoruba people are always shouting,misc,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Yoruba people are always shouting,yoruba,,are always shouting,,['gamai'],Melissah
1894,Yoruba people are always shouting,misc,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Yoruba people are always shouting,yoruba,yoruba people,are always shouting,,['gamai'],Melissah
1895,Igbo people like money,misc,65,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,sl,Igbo people like money,igbo,igbo people,like money,,['gamai'],Melissah
1896,Women are kind,women,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,da,Women are kind,women,,kind,,['yoruba'],Melissah
1897,Women are weak or strong,women,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Women are weak or strong,women,,weak or strong,,['yoruba'],Melissah
1898,women makes the world a safe space,women,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,women makes the world a safe space,women,,makes the world a safe space,,['yoruba'],Melissah
1899,Men are providers,men,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,da,Men are providers,men,,providers,,['yoruba'],Melissah
1900,Men are the pillar of the word,men,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Men are the pillar of the word,men,,the pillar of the word,,['yoruba'],Melissah
1901,Men are women's protectors,men,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Men are women's protectors,men,,women's protectors,,['yoruba'],Melissah
1902,Christians are Peaceful and accommodating,ethnicity_region,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Christians are Peaceful and accommodating,christians,,peaceful and accommodating,,['yoruba'],Melissah
1906,Muslims are peaceful people,religion,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,ro,Muslims are peaceful people,muslims,,peaceful people,,['yoruba'],Melissah
1907,Christians are Peaceful and accommodating,religion,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Christians are Peaceful and accommodating,christians,,peaceful and accommodating,,['yoruba'],Melissah
1909,Old people knows better,age,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Old people knows better,old people,,knows better,,['yoruba'],Melissah
1911,Old people finds it difficult to apologize,age,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Old people finds it difficult to apologize,old people,,finds it difficult to apologize,,['yoruba'],Melissah
1912,Young people find it easy to apologize and repeat their offense,age,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Young people find it easy to apologize and repeat their offense,young people,,find it easy to apologize and repeat their offense,,['yoruba'],Melissah
1913,Old people finds it difficult to express their displease,age,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Old people finds it difficult to express their displease,old people,,finds it difficult to express their displease,,['yoruba'],Melissah
1914,young people express themselves better.,age,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,young people express themselves better,young people,,express themselves better,,['yoruba'],Melissah
1917,Lawyers are confident,profession,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Lawyers are confident,lawyers,,confident,,['yoruba'],Melissah
1918,Traders are optimistic,profession,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Traders are optimistic,traders,,optimistic,,['yoruba'],Melissah
1919,Accountants are smart,profession,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Accountants are smart,accountants,,smart,,['yoruba'],Melissah
1921,Teenagers loves to try our new things,misc,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Teenagers loves to try our new things,teenagers,,loves to try our new things,,['yoruba'],Melissah
1923,Pregnant women craves funny meals,misc,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,ca,Pregnant women craves funny meals,women,,craves funny meals,,['yoruba'],Melissah
1924,Rich people are bold,misc,66,Female,18–25 *,Employed *,Fashion *,Christianity,Nigeria,Nigerian,en,Rich people are bold,rich people,,are bold,,['yoruba'],Melissah
1927,Women are nuturing,women,67,Female,26–35 *,Employed *,Transportation  *,Christianity,Nigeria,Nigerian,ro,Women are touched,women,,touched,,['yoruba'],Melissah
1932,Old people are wise but not all,age,67,Female,26–35 *,Employed *,Transportation  *,Christianity,Nigeria,Nigerian,en,Old people are wise but not all,old people,,are wise but not all,,['yoruba'],Melissah
1936,Women are emotional,women,68,Male,26–35 *,Employed *,Agriculture *,Christianity,Nigeria,Nigerian,en,Women are emotional,women,,emotional,,['hausa'],Melissah
1939,Men are Authoritative,men,68,Male,26–35 *,Employed *,Agriculture *,Christianity,Nigeria,Nigerian,en,Men are Authoritative,men,,authoritative,,['hausa'],Melissah
1941,People from the north are sincere,ethnicity_region,68,Male,26–35 *,Employed *,Agriculture *,Christianity,Nigeria,Nigerian,en,People from the north are sincere,people from the north,,are sincere,,['hausa'],Melissah
1946,Muslims are religious,religion,68,Male,26–35 *,Employed *,Agriculture *,Christianity,Nigeria,Nigerian,en,Muslims are religious,muslims,,religious,,['hausa'],Melissah
1947,Old people always forget things easily,age,68,Male,26–35 *,Employed *,Agriculture *,Christianity,Nigeria,Nigerian,en,Old people always forget things easily,old people,,always forget things easily,,['hausa'],Melissah
1948,Young people are inconsiderate,age,68,Male,26–35 *,Employed *,Agriculture *,Christianity,Nigeria,Nigerian,en,Young people are inconsiderate,young people,,are inconsiderate,,['hausa'],Melissah
1949,Farmers are hardworking,profession,68,Male,26–35 *,Employed *,Agriculture *,Christianity,Nigeria,Nigerian,en,Farmers are hardworking,farmers,,hardworking,,['hausa'],Melissah
1951,Women are caring,women,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,Women are caring,women,,caring,,['yoruba'],Melissah
1952,women are loving,women,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,nl,women are loving,women,,loving,,['yoruba'],Melissah
1953,women are gentle,women,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,nl,women are gentle,women,,gentle,,['yoruba'],Melissah
1954,women are audacious,women,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,women are audacious,women,,audacious,,['yoruba'],Melissah
1955,women are demanding.,women,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,nl,women are demanding,women,,demanding,,['yoruba'],Melissah
1956,Men are brave,men,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,no,Men are brave,men,,brave,,['yoruba'],Melissah
1957,men are courageous,men,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,fr,men are courageous,men,,courageous,,['yoruba'],Melissah
1958,men are innovative,men,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,sv,men are innovative,men,,innovative,,['yoruba'],Melissah
1959,men are lustful,men,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,ro,men are lustful,men,,lustful,,['yoruba'],Melissah
1960,men are simple.,men,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,fr,men are simple,men,,simple,,['yoruba'],Melissah
1961,People from Yoruba are peaceful,ethnicity_region,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,ro,People from Yoruba are peaceful,yoruba,yoruba people,are peaceful,,['yoruba'],Melissah
1962,People from Igbo love money,ethnicity_region,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,People from Igbo love money,igbo,igbo people ,love money,,['yoruba'],Melissah
1963,People from Hausa are dangerous,ethnicity_region,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,fr,People from Hausa are dangerous,hausa,,are dangerous,,['yoruba'],Melissah
1964,Muslims are wild,religion,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,Muslims are wild,muslims,,wild,,['yoruba'],Melissah
1965,christians are prideful,religion,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,christians are prideful,christians,,prideful,,['yoruba'],Melissah
1966,Traditional worshippers are dangerous,religion,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers are dangerous,traditional worshippers,,dangerous,,['yoruba'],Melissah
1967,Old people are slow,age,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,Old people are slow,old people,,are slow,,['yoruba'],Melissah
1968,young people are impatient,age,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,young people are impatient,young people,,are impatient,,['yoruba'],Melissah
1970,Nurses love to talk,profession,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,Nurses love to talk,nurses,,love to talk,,['yoruba'],Melissah
1971,Teachers are overworked,profession,69,Male,26–35 *,A student *,,Christianity,Nigeria,Nigerian,en,Teachers are overworked,teachers,,overworked,,['yoruba'],Melissah
1975,Women being tagged as gold diggers in Africa,women,70,Male,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,af,Women being tagged as gold diggers in Africa,women,,being tagged as gold diggers in africa,,['yoruba'],Melissah
1980,Doctors have bad handwriting,profession,70,Male,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,Doctors have bad handwriting,doctors,,bad handwriting,,['yoruba'],Melissah
1981,Hausas are aggressive,misc,70,Male,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,Hausas are aggressive,hausa,,aggressive,,['yoruba'],Melissah
1982,Women are irritable,women,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Women are irritable,women,,irritable,,['yoruba'],Melissah
1983,women are strong,women,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,nl,women are strong,women,,strong,,['yoruba'],Melissah
1984,women are flexible,women,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,women are flexible,women,,flexible,,['yoruba'],Melissah
1985,Men are great,men,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,no,Men are great,men,,great,,['yoruba'],Melissah
1986,men are hot,men,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,nl,men are hot,men,,hot,,['yoruba'],Melissah
1987,People from the south are welcoming,ethnicity_region,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,People from the south are welcoming,people from the south,,are welcoming,,['yoruba'],Melissah
1988,Christians are supportive,religion,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Christians are supportive,christians,,supportive,,['yoruba'],Melissah
1989,Muslims are friendly,religion,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,da,Muslims are friendly,muslims,,friendly,,['yoruba'],Melissah
1990,Old people are intrusive,age,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Old people are intrusive,old people,,are intrusive,,['yoruba'],Melissah
1991,young people are inquisitive,age,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,young people are inquisitive,young people,,are inquisitive,,['yoruba'],Melissah
1992,old people are thoughtful.,age,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,old people are thoughtful,old people,,are thoughtful,,['yoruba'],Melissah
1993,Doctors are smart,profession,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,en,Doctors are smart,doctors,,smart,,['yoruba'],Melissah
1994,traders are greedy,profession,71,Female,18–25 *,A student *,,Islam,Nigeria,Nigerian,sv,traders are greedy,traders,,greedy,,['yoruba'],Melissah
1997,Women are often sexualised,women,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,Women are often sexualised,women,,often sexualised,,['mwaghavul'],Melissah
1998,women are abused physically in relationships,women,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,women are abused physically in relationships,women,,abused physically in relationships,,['mwaghavul'],Melissah
2002,people from the north are tagged uneducated,ethnicity_region,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,people from the north are tagged uneducated,people from the north,,are tagged uneducated,,['mwaghavul'],Melissah
2004,Christians are viewed hypocritical,religion,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,Christians are viewed hypocritical,christians,,viewed hypocritical,,['mwaghavul'],Melissah
2005,traditional worshippers are considered too fetish,religion,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,traditional worshippers are considered too fetish,traditional worshippers,,considered too fetish,,['mwaghavul'],Melissah
2008,Artisans are not straightforward,profession,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,Artisans are not straightforward,artisans,,not straightforward,,['mwaghavul'],Melissah
2009,Lawyers lie too much,profession,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,Lawyers lie too much,lawyers,,lie too much,,['mwaghavul'],Melissah
2010,Doctors are womanisers,profession,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,Doctors are womanisers,doctors,,womanisers,,['mwaghavul'],Melissah
2012,women are easily objectified,misc,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,women are easily objectified,women,,easily objectified,,['mwaghavul'],Melissah
2013,teachers are underpaid and told their reward is in heaven,misc,72,Female,18–25 *,Unemployed *,,Christianity,Nigeria,Nigerian,en,teachers are underpaid and told their reward is in heaven,teachers,,underpaid and told their reward is in heaven,,['mwaghavul'],Melissah
2014,Loyalty,women,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,tr,Loyalty,women,,loyalty,,['jukun'],Melissah
2015,Resilient,women,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,de,Resilient,women,,resilient,,['jukun'],Melissah
2016,selfless,women,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,no,selfless,women,,selfless,,['jukun'],Melissah
2017,homely,women,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,hu,homely,women,,homely,,['jukun'],Melissah
2018,Dependable,men,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,no,Dependable,men,,dependable,,['jukun'],Melissah
2019,Determined,men,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,no,Determined,men,,determined,,['jukun'],Melissah
2020,focused,men,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,focused,men,,focused,,['jukun'],Melissah
2021,People from the north are not law abiding,ethnicity_region,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,People from the north are not law abiding,people from the north,,are not law abiding,,['jukun'],Melissah
2022,people from the east are crafty,ethnicity_region,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,people from the east are crafty,people from the east,,are crafty,,['jukun'],Melissah
